pdf_id,document,pdf_name,rejected,reject_reason,pages_read,extraction_time_sec,raw_chars,raw_words,clean_chars,reduction_pct,chunk_count,tokens_total,keyword_time_sec,classify_time_sec,summarize_time_sec,inference_time_sec,total_time_sec,peak_ram_mb,peak_vram_mb,prompt_tokens,generated_tokens,tokens_per_sec,predicted_label,confidence,keywords,summary
035f18484afe1684,https://cybermagazine.com/news/public-sector-london-council-cyberattack.pdf,https%3A%2F%2Fcybermagazine.com%2Fnews%2Fpublic-sector-london-council-cyberattack.pdf,False,,1,0.032000000000152795,6755,1035,6754,0.01,1,,17.84400000000005,32.76499999999942,9.07799999999952,59.687,59.767,5082.9,0.0,418,41,5.75,"Threats, Attacks & Vulnerabilities",0.9139165282249451,"[['cybercriminals', 0.7729], ['fostering', 0.7322], ['vulnerability', 0.7253], ['sophisticated', 0.7167], ['criminals', 0.7127]]","A cyber attack on Kensington and Chelsea Council highlights the significant and growing risks facing public sector organizations due to their reliance on aging infrastructure and the sensitive data they hold, emphasizing the urgent need for enhanced security investments."
1f79080fb6a2c26e,https://blogs.nvidia.com/blog/bluefield-cybersecurity-acceleration-enterprise-ai-factory-validated-design/.pdf,https%3A%2F%2Fblogs.nvidia.com%2Fblog%2Fbluefield-cybersecurity-acceleration-enterprise-ai-factory-validated-design%2F.pdf,False,,1,0.0,7502,1074,7501,0.01,1,,15.969000000000051,30.79700000000048,6.860000000000582,53.626,53.642,5087.6,0.0,365,53,7.74,Security Technology & Industry,0.9550934433937073,"[['breakthroughs', 0.7195], ['cloudspaletteai', 0.7171], ['theplatform', 0.7132], ['workloads', 0.7114], ['cybersecurity', 0.7045]]","NVIDIA has expanded its Enterprise AI Factory validated design to include leading cybersecurity and infrastructure software, such as Armis, Check Point, and Fortinet, integrated with NVIDIA BlueField to provide zero-trust, hardware-accelerated security and enhanced performance for AI workloads."
30997c67cbd6441d,https://cybermagazine.com/news/will-servicenow-armis-deal-reshape-ai-security.pdf,https%3A%2F%2Fcybermagazine.com%2Fnews%2Fwill-servicenow-armis-deal-reshape-ai-security.pdf,False,,1,0.015000000000327418,7479,1112,7478,0.01,1,,16.515000000000327,10.938000000000102,4.375,31.828,31.874,5091.7,0.0,197,46,10.59,Security Technology & Industry,0.9588683843612671,"[['vulnerability', 0.7147], ['fostering', 0.7137], ['ecosystems', 0.7024], ['acquiring', 0.6984], ['agentic', 0.6981]]","ServiceNow's acquisition of Armis aims to create a stronger, unified platform that enhances intelligent trust and governance across all environments to continuously reduce risk through prioritized vulnerability remediation and automated response in the face of accelerating AI-driven threats."
3d49c0265cb90cef,https://www.lanl.gov/media/news/0305-ai-adversarial-attacks.pdf,https%3A%2F%2Fwww.lanl.gov%2Fmedia%2Fnews%2F0305-ai-adversarial-attacks.pdf,True,too_short,1,0.01599999999962165,198,25,0,100.0,,,0.0,0.0,0.0,0.0,0.016,828.2,0.0,,,,,,,
43e2b68dd946c1db,https://www.ncsl.org/technology-and-communication/artificial-intelligence-2025-legislation.pdf,https%3A%2F%2Fwww.ncsl.org%2Ftechnology-and-communication%2Fartificial-intelligence-2025-legislation.pdf,True,too_short,1,0.0,280,30,0,100.0,,,0.0,0.0,0.0,0.0,0.031,828.2,0.0,,,,,,,
4c6a368db6e99fa8,https://calmatters.org/economy/technology/2025/12/california-ai-regulation-targeted-in-trump-order/.pdf,https%3A%2F%2Fcalmatters.org%2Feconomy%2Ftechnology%2F2025%2F12%2Fcalifornia-ai-regulation-targeted-in-trump-order%2F.pdf,False,,1,0.015000000000327418,8499,1341,8498,0.01,1,,16.688000000000102,10.967999999999847,7.139999999999418,34.796,34.842,5099.9,0.0,454,38,5.32,AI Governance & Policy,0.8505244255065918,"[['californians', 0.7549], ['vulnerable', 0.7528], ['calmatters', 0.7503], ['somodevilla', 0.7416], ['polls', 0.7372]]","Trump's new executive order targeting AI regulation is particularly concerning for California, where the state has already implemented extensive AI rules and where nearly 80% of residents prioritize safety over innovation."
5481a382c69d0292,https://awww.crowdstrike.com/en-us/blog/crowdstrike-to-acquire-sgnl/.pdf,https%3A%2F%2Fawww.crowdstrike.com%2Fen-us%2Fblog%2Fcrowdstrike-to-acquire-sgnl%2F.pdf,False,,1,0.01599999999962165,8878,1217,8877,0.01,1,,23.311999999999898,10.625,8.110000000000582,42.047,42.11,5106.7,0.0,562,21,2.6,Security Technology & Industry,0.8471107482910156,"[['stakeholders', 0.7156], ['kuppingercole', 0.7137], ['vulnerability', 0.7115], ['crowdstrikes', 0.7106], ['threaten', 0.7086]]",CrowdStrike is acquiring SGNL to enhance its ability to secure every identity in the AI era.
5e92765087375319,https://bwawww.testing.pdf,https%3A%2F%2Fbwawww.testing.pdf,False,,1,0.016000000000531145,3407,520,3405,0.06,1,,9.015999999999622,30.234999999999673,5.217999999999847,44.469,44.501,5110.8,0.0,278,40,7.67,Security Technology & Industry,0.978305995464325,"[['sdxcentral', 0.7437], ['terabytes', 0.7355], ['assistants', 0.7304], ['agentic', 0.7281], ['xcelerated', 0.7275]]","Snowflake is acquiring the AI security firm Observe to integrate its observability platform directly into Snowflake's AI Data Cloud, enabling customers to manage enterprise-wide telemetry with AI-powered troubleshooting for AI agents."
7125b36e7319cc78,https://www.obiectiv.info/?y-news-25848389-2026-01-10-congobet-unexpected-turn-critical-review-sports-economy.pdf,https%3A%2F%2Fwww.obiectiv.info%2F%3Fy-news-25848389-2026-01-10-congobet-unexpected-turn-critical-review-sports-economy.pdf,True,too_short,1,0.014999999999417923,185,12,0,100.0,,,0.0,0.0,0.0,0.0,0.031,828.3,0.0,,,,,,,
80382aadc800b9c2,https://blog.freshfields.us/post/102lzgo/ai-supply-chain-and-security-congress-mandates-strict-controls-for-ai-acquired-b.pdf,https%3A%2F%2Fblog.freshfields.us%2Fpost%2F102lzgo%2Fai-supply-chain-and-security-congress-mandates-strict-controls-for-ai-acquired-b.pdf,False,,1,0.016000000000531145,8975,1322,8974,0.01,1,,17.936999999999898,10.484000000000378,4.907000000000153,33.328,33.391,5114.8,0.0,262,37,7.56,Security Technology & Industry,0.5749351978302002,"[['satisfy', 0.7398], ['prohibitions', 0.7332], ['russian', 0.7305], ['anymore', 0.7233], ['castellano', 0.7232]]","Congress is mandating strict controls over AI acquired by U.S. defense and intelligence agencies, continuing a trend of using NDAA prohibitions to restrict covered technologies from certain countries and companies."
